int,int,string,int,float,int,int,float,float,float,int,int,int,int,float,float,float,float,float,float,float,float,float,float,float,float,float,float
3343,4096,"CREATURE\FELBAT\BATTAXI.M2",0,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,308,0.611112,2.031280,1.193891,-2.269799,-5.229757,0.261319,3.439837,5.235109,7.027561,1.000000,1.000000,0.000000,0.000000,0.000000
3344,12288,"WORLD\GENERIC\PASSIVEDOODADS\FURNITURE\CONTAINERS\SACK01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2850,0.707100,0.228000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3345,12288,"WORLD\EXPANSION02\DOODADS\ULDUAR\UL_TELEPORTATIONPAD.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,4.555000,0.512100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3346,12288,"WORLD\EXPANSION02\DOODADS\GENERIC\GNOME\GNOME_RADIATION_BOMB_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,6.377740,6.991585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3347,12355,"CREATURE\SANDVORTEX\SANDVORTEX.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2357,0.611200,2.031000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3348,12288,"WORLD\EXPANSION03\DOODADS\TWILIGHTHAMMER\DRAGONEGGS\TWILIGHTSHAMMER_DRAGONEGG_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2845,3.038000,4.082000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3349,12288,"WORLD\GOOBER\G_DRAGONEGGBLACK.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2845,0.611112,2.031280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3350,12288,"WORLD\KALIMDOR\DRAGONCAVE\PASSIVEDOODADS\BLACKDRAGONEGGS\BLACKDRAGONEGG_LARGE_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2845,0.611200,2.031000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3351,12288,"WORLD\KALIMDOR\DRAGONCAVE\PASSIVEDOODADS\BLACKDRAGONEGGS\BLACKDRAGONEGG_LARGE_02.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2845,3.076060,4.239840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3352,12288,"WORLD\EXPANSION03\DOODADS\TWILIGHTHAMMER\DRAGONEGGS\TWILIGHTSHAMMER_DRAGONEGG_02.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2845,4.082000,4.868300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3353,4096,"CREATURE\TWIGHLIGHTDRAGON\TWIGHLIGHTDRAGON.M2",4,1.000000,1,5,30.000000,20.000000,3.000000,0,2,12,3129,0.611112,2.031280,8.139028,-20.732307,-9.659349,-0.580811,9.818834,9.589669,13.899605,1.000000,1.000000,0.000000,0.000000,0.000000
3354,12355,"CREATURE\SPORECREATURE\SPORECREATURE.M2",1,1.000000,2,4,18.000000,12.000000,1.000000,0,0,0,2135,0.611112,2.031280,0.000000,-1.931838,-1.956832,0.765299,1.893890,1.856656,4.657229,1.000000,1.000000,0.000000,0.000000,0.000000
3355,12298,"CREATURE\CARRIONBIRD\CARRIONBIRD.M2",2,1.000000,1,1,18.000000,12.000000,1.000000,0,0,0,61,0.611112,2.031280,0.000000,-2.152836,-2.981109,0.374427,1.676888,3.062344,6.303791,0.600000,1.000000,0.000000,0.000000,0.000000
3356,4097,"CREATURE\CELESTIALDRAGONWYRM\CELESTIALDRAGONWYRM.M2",0,1.000000,4,4,18.000000,12.000000,1.000000,0,0,0,0,0.611112,2.031280,0.000000,-3.288178,-1.079053,0.484197,0.996426,0.832863,4.224533,1.000000,1.000000,0.000000,0.000000,0.000000
3357,4224,"CREATURE\CELESTIALHORSE\CELESTIALHORSE_NONFLYING.M2",0,1.000000,3,6,18.000000,12.000000,1.000000,0,0,0,0,0.611112,2.031280,1.924850,-2.183148,-1.944237,-0.435299,2.104037,1.944237,3.453175,1.000000,1.000000,0.000000,0.000000,0.000000
3358,4224,"CREATURE\CELESTIALHORSE\CELESTIALHORSE.M2",0,1.000000,3,6,18.000000,12.000000,1.000000,0,0,0,0,0.611112,2.031280,1.924850,-2.183153,-1.944237,-0.435299,2.104037,1.944237,3.453175,1.000000,1.000000,0.000000,0.000000,0.000000
3359,0,"CREATURE\BONEGUARD\BONEGUARDROCK.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.611112,2.031280,0.000000,-4.376728,-5.817208,-0.806318,5.323136,5.722498,8.635706,1.000000,1.000000,0.000000,0.000000,0.000000
3361,4096,"CREATURE\ARCTICCONDOR\ARCTICCONDOR.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2572,0.611112,2.031280,0.000000,-1.587042,-3.401952,0.504558,2.252631,3.435441,4.467901,1.000000,1.000000,0.000000,0.000000,0.000000
3362,0,"CREATURE\GILGOBLIN\GILGOBLIN.M2",1,1.000000,2,4,18.000000,12.000000,1.000000,0,0,0,3118,0.611112,2.031280,0.000000,-0.507955,-0.551926,-0.006739,0.495713,0.689251,1.386477,1.000000,1.000000,0.000000,0.000000,0.000000
3363,12297,"CREATURE\MERCILESSONE\MERCILESSONE.M2",1,1.000000,3,1,18.000000,12.000000,1.000000,0,0,0,3126,0.611200,2.031000,0.000000,-1.138679,-1.209482,0.446681,1.138441,1.192657,2.313696,1.000000,1.000000,0.000000,0.000000,0.000000
3364,0,"CREATURE\PROTODRAGON\PROTODRAGON.M2",1,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,2516,0.611112,2.031280,6.929265,-13.582631,-11.829700,-0.161859,6.815270,12.178707,7.524527,1.000000,1.000000,0.000000,0.000000,0.000000
3365,2,"CREATURE\GOBLINSHREDDERMOUNT\GOBLINSHREDDERMOUNT_LOW.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2754,0.611200,2.031000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3366,9219,"CREATURE\GOBLINHOTROD\GOBLINHOTROD.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2694,0.611200,2.031000,0.000000,-3.197166,-1.960801,-0.096408,3.270184,1.960677,3.037473,1.000000,1.000000,0.000000,0.000000,0.000000
3367,12315,"CREATURE\ROCKETMOUNT2\ROCKETMOUNT2.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.611112,2.031280,0.418791,-3.310198,-0.722845,0.181541,2.330921,0.992846,2.249972,1.000000,1.000000,0.000000,0.000000,0.000000
3368,12296,"CREATURE\DEEPSEACRAB\DEEPSEACRAB.M2",0,1.000000,3,8,4.000000,3.000000,1.000000,0,0,0,132,0.611112,2.031280,0.796378,-0.534527,-0.955030,-0.443666,1.495383,0.933058,1.049507,1.000000,1.000000,0.000000,0.000000,0.000000
3369,0,"CREATURE\WHALESHARK\WHALESHARK.M2",4,1.000000,1,1,30.000000,20.000000,3.000000,0,0,0,183,0.611200,2.031000,0.000000,-2.450813,-0.845205,-1.280678,1.703727,0.675028,0.803777,1.000000,1.000000,0.000000,0.000000,0.000000
3370,12296,"CREATURE\SEASNAKE\SEASNAKE.M2",0,1.000000,1,4,18.000000,12.000000,1.000000,0,0,0,3112,0.611112,2.031280,0.000000,-9.749116,-2.819819,-3.358542,3.721920,3.485439,4.795125,1.000000,0.300000,0.000000,0.000000,0.000000
3371,12288,"WORLD\GENERIC\DWARF\PASSIVE DOODADS\TAVERNSTUFF\BREWERYTANKS01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,3.564000,4.650390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3372,2,"CREATURE\CLOCKWORKGIANT\CLOCKWORKGIANTPET.M2",0,1.000000,3,1,12.000000,8.000000,1.000000,0,0,0,0,0.611112,2.031280,0.000000,-0.214281,-0.496447,-0.018642,0.257704,0.496447,1.411705,1.000000,1.000000,0.000000,0.000000,0.000000
3373,12288,"SPELLS\CYCLONE_NODEBRIS.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3374,12288,"WORLD\EXPANSION03\DOODADS\TWILIGHTHAMMER\SUMMONINGPORTALS\TWILIGHTSHAMMER_SUMMONINGPORTAL_WATER01.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,5.640000,18.460999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3375,12288,"WORLD\EXPANSION03\DOODADS\TWILIGHTHAMMER\SUMMONINGPORTALS\TWILIGHTSHAMMER_SUMMONINGPORTAL_FIRE01.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,5.768000,18.691002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3376,12288,"WORLD\EXPANSION03\DOODADS\TWILIGHTHAMMER\SUMMONINGPORTALS\TWILIGHTSHAMMER_SUMMONINGPORTAL_EARTH01.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,5.768000,18.691002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3377,12288,"WORLD\EXPANSION03\DOODADS\TWILIGHTHAMMER\SUMMONINGPORTALS\TWILIGHTSHAMMER_SUMMONINGPORTAL_AIR01.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,5.640000,18.460999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3378,0,"CREATURE\DEEPSEATURTLE\DEEPSEATURTLE.M2",0,1.000000,1,4,18.000000,12.000000,1.000000,0,0,0,171,0.611112,2.031280,0.000000,-2.945450,-3.253609,0.004773,2.365501,3.471538,2.897786,1.000000,1.000000,0.000000,0.000000,0.000000
3379,12288,"WORLD\EXPANSION02\DOODADS\GENERIC\VRYKUL\CAGE\VR_CAGE_02.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,4.285000,4.317070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3380,0,"CREATURE\PYGMY\PYGMYBASE.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3121,0.611112,2.031280,0.000000,-0.424110,-0.833902,-0.040477,0.518804,0.783387,1.385869,1.000000,1.000000,0.000000,0.000000,0.000000
3381,0,"CREATURE\PYGMY\PYGMYHUNTER.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3121,0.611112,2.031280,0.000000,-0.488862,-0.833902,-0.040477,0.500526,0.814587,1.385868,1.000000,1.000000,0.000000,0.000000,0.000000
3382,0,"CREATURE\PYGMY\PYGMYROADIE.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3121,0.611200,2.031000,0.000000,-0.487829,-0.833903,-0.038493,0.525043,0.807515,1.499319,1.000000,1.000000,0.000000,0.000000,0.000000
3383,0,"CREATURE\PYGMY\PYGMYSHAMAN.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3121,0.611200,2.031000,0.000000,-0.383719,-0.866204,-0.000002,0.554778,0.802969,1.832529,1.000000,1.000000,0.000000,0.000000,0.000000
3384,0,"CREATURE\PYGMY\PYGMYWARRIOR.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3121,0.611112,2.031280,0.000000,-0.488862,-0.833902,-0.040477,0.530371,0.809430,1.611204,1.000000,1.000000,0.000000,0.000000,0.000000
3385,12288,"WORLD\EXPANSION01\DOODADS\COILFANG\PASSIVEDOODADS\LIGHTS\COILFANG_FLOOR_LIGHT.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.892915,2.767730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3386,12288,"WORLD\EXPANSION01\DOODADS\COILFANG\PASSIVEDOODADS\LIGHTS\COILFANG_WALL_LIGHT.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3387,12288,"WORLD\EXPANSION02\DOODADS\BOREANTUNDRA\GEYSERS\BOREAN_BUBBLES_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3388,12288,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\MEAT\MEAT_07.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2850,0.500610,0.310589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3389,12288,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\MEAT\MEAT_04.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2850,1.059579,0.634278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3390,4096,"CREATURE\THRESHERSHARK\THRESHERSHARK.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,183,0.611200,2.031000,1.447053,-4.192412,-4.299594,0.146475,3.932012,4.635801,3.571770,1.000000,1.000000,0.000000,0.000000,0.000000
3391,12288,"SPELLS\CREATURE_SPELLPORTALLARGE_RED.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3392,12288,"SPELLS\CREATURE_SPELLPORTALLARGE_YELLOW.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3393,12288,"SPELLS\CREATURE_SPELLPORTALLARGE_BLUE.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3394,12288,"WORLD\GENERIC\ORC\PASSIVE DOODADS\BARRELSANDCRATES\ORCCRATE09.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.795100,1.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3395,12288,"WORLD\EXPANSION03\DOODADS\TWILIGHTHAMMER\MAGICALDEVICES\TWILIGHTSHAMMER_MAGICALDEVICE_04AIR.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.476600,0.460400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3396,12288,"WORLD\EXPANSION03\DOODADS\TWILIGHTHAMMER\MAGICALDEVICES\TWILIGHTSHAMMER_MAGICALDEVICE_04EARTH.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.476600,0.460400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3397,12288,"WORLD\EXPANSION03\DOODADS\TWILIGHTHAMMER\MAGICALDEVICES\TWILIGHTSHAMMER_MAGICALDEVICE_04FIRE.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.622900,0.977500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3398,12288,"WORLD\EXPANSION03\DOODADS\TWILIGHTHAMMER\MAGICALDEVICES\TWILIGHTSHAMMER_MAGICALDEVICE_04WATER.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.615800,1.097020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3399,12296,"CREATURE\GROUPER\GROUPER.M2",0,1.000000,1,4,18.000000,12.000000,1.000000,0,0,0,3113,0.611200,2.031000,0.000000,-5.207537,-1.883727,-0.434300,3.522449,2.992673,4.227178,1.000000,1.000000,0.000000,0.000000,0.000000
3400,0,"CREATURE\MOUNTAINGIANT\MOUNTAINGIANT.M2",3,1.000000,3,1,18.000000,12.000000,1.000000,0,2,11,193,0.611112,2.031280,0.000000,-2.270789,-4.097404,-0.018221,2.465889,3.937451,7.700230,1.000000,0.750000,0.000000,0.000000,0.000000
3401,2,"CREATURE\MOUNTAINGIANTOUTLAND\MOUNTAINGIANT_BLADESEDGE.M2",3,1.000000,3,1,18.000000,12.000000,1.000000,0,0,0,2189,0.611200,2.031000,0.000000,-2.808567,-4.147496,-0.021338,3.972666,4.007575,10.134706,1.000000,1.000000,0.000000,0.000000,0.000000
3402,12291,"CREATURE\GOBLINHOTAIRBALLOONVEHICLE\GOBLINHOTAIRBALLOONVEHICLE.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.611112,2.031280,0.000000,-6.699376,-6.687992,-0.125020,7.107180,7.118540,23.487383,1.000000,1.000000,0.000000,0.000000,0.000000
3403,64,"CREATURE\OBSIDIANDESTROYER\OBSIDIANDESTROYER.M2",3,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,1648,0.611200,2.031000,1.455561,-2.185289,-3.127690,-0.052051,2.036692,2.386564,3.708958,1.000000,1.000000,0.000000,0.000000,0.000000
3404,12288,"WORLD\SKILLACTIVATED\TRADESKILLNODES\IRON_MININGNODE_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,4.578000,6.512000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3405,12298,"CREATURE\SEATURTLE\SEATURTLE.M2",3,1.000000,1,7,18.000000,12.000000,1.000000,0,0,0,171,0.611112,2.031280,2.471074,-3.347369,-1.345126,-0.066811,1.217559,1.316197,2.302150,1.000000,1.000000,0.000000,0.000000,0.000000
3406,12288,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\MEAT\MEAT_06.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2850,0.554341,0.290826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3408,12291,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\ROPELADDERS\ROPELADDER01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3409,12288,"WORLD\EXPANSION02\DOODADS\GENERIC\NERUBIAN\NERUBIAN_LIVINGEGG_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.651500,1.193010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3410,12288,"WORLD\AZEROTH\BOOTYBAY\PASSIVEDOODAD\HARPOONS\HARPOON01.M2",0,4.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2850,2.273600,0.223600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3411,12354,"CREATURE\ARCANEGOLEM\ARCANEGOLEM.M2",1,1.000000,3,1,18.000000,12.000000,1.000000,0,0,0,2149,0.611112,2.031280,0.000000,-0.854834,-1.735719,0.002323,1.864552,1.536016,3.044605,1.000000,1.000000,0.000000,0.000000,0.000000
3412,0,"CREATURE\SKELETONNAKED\SKELETONNAKED.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,809,0.611112,2.031280,1.078235,-0.503435,-0.511167,-0.006987,0.406106,0.381941,1.817318,1.000000,1.000000,0.000000,0.000000,0.000000
3414,12288,"CREATURE\BUBBLE_CREATURE\BUBBLE_CREATURE.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2390,0.611112,2.031280,0.000000,-4.216832,-4.216832,-4.216832,4.216832,4.216832,4.216832,1.000000,1.000000,0.000000,0.000000,0.000000
3415,12288,"WORLD\KALIMDOR\UNGORO\PASSIVEDOODADS\CRYSTALS\UNGOROCRYSTAL_BLUE01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.521130,1.988190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3416,12288,"WORLD\KALIMDOR\UNGORO\PASSIVEDOODADS\CRYSTALS\UNGOROCRYSTAL_RED01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.521130,1.988190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3417,12288,"WORLD\KALIMDOR\UNGORO\PASSIVEDOODADS\CRYSTALS\UNGOROCRYSTAL_RED01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.521130,1.988190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3418,12288,"WORLD\KALIMDOR\UNGORO\PASSIVEDOODADS\CRYSTALS\UNGOROCRYSTAL_RED01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.521130,1.988190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3419,12288,"WORLD\GENERIC\GOBLIN\PASSIVEDOODADS\KEZAN\ITEMS\GOBLIN_KEZAN_OILPUMP.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2623,7.859470,12.173529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3420,4096,"CREATURE\GIANTREMORA\GIANTREMORA.M2",0,1.000000,1,4,18.000000,12.000000,1.000000,0,0,0,3137,0.611112,2.031280,1.447053,-2.812111,-2.784011,0.234697,2.731791,2.922624,1.738616,1.000000,1.000000,0.000000,0.000000,0.000000
3421,12288,"WORLD\GENERIC\PASSIVEDOODADS\THANKSGIVING\G_THANKSGIVINGPLATE_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2910,0.493500,0.092320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.300000,0.000000,0.000000,0.000000
3422,12288,"WORLD\EXPANSION01\DOODADS\GENERIC\NAGA\CRATES\NA_CRATE02.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2921,0.964700,0.788917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3423,12288,"CREATURE\QUESTOBJECTS\BLACKROCKV2_SHIELDGONG_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.556159,3.119350,0.000000,-2.777778,-2.777778,0.001508,2.777778,2.777778,3.099903,1.000000,1.000000,0.000000,0.000000,0.000000
3424,12291,"WORLD\AZEROTH\ELWYNN\PASSIVEDOODADS\ANVIL\ANVIL.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.452200,0.981600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3425,12291,"WORLD\GENERIC\GOBLIN\PASSIVEDOODADS\KEZAN\ITEMS\GOBLIN_KEZAN_OILPUMP.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,7.859470,12.173529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3426,12291,"WORLD\GENERIC\ACTIVEDOODADS\CHESTS\CHEST01B.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.789000,0.611240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3427,0,"CREATURE\SEAHORSE\SEAHORSE.M2",0,1.000000,1,4,18.000000,12.000000,1.000000,0,0,0,3147,0.611200,2.031000,0.602653,-2.315742,-1.079178,-0.256598,2.653659,1.076427,6.298339,1.000000,1.000000,0.000000,0.000000,0.000000
3428,0,"CREATURE\FACELESSONECASTER\FACELESSONECASTER.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3117,0.611112,2.031280,0.000000,-1.437439,-2.315329,-0.198650,1.612768,2.626840,5.690032,1.000000,1.000000,0.000000,0.000000,0.000000
3429,12288,"WORLD\EXPANSION03\DOODADS\VASHJIR\SAND\VJ_WHITESANDPILE01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3430,12290,"WORLD\GENERIC\TAUREN\PASSIVE DOODADS\BABYWHEELS\BABYWHEEL01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,3.744000,4.542680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3431,12299,"WORLD\EXPANSION03\DOODADS\GENERIC\CLICKABLE_BOX.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2844,0.611200,2.031000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3432,12288,"WORLD\EXPANSION02\DOODADS\BOREANTUNDRA\BARNACLES\BOREAN_STARFISH.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2850,0.373643,0.040719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
3433,12291,"CREATURE\RAVEN\RAVEN.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3145,0.611200,2.031000,0.000000,-0.828401,-1.123795,0.751721,0.508261,1.140439,2.079273,1.000000,1.000000,0.000000,0.000000,0.000000
3434,4096,"CREATURE\ONYXIAUNDEAD\ONYXIAUNDEAD.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3129,0.611112,2.031280,8.139028,-19.480797,-9.659348,-0.553682,10.514542,10.988835,14.088416,1.000000,1.000000,0.000000,0.000000,0.000000
