int,int,int,int,float,int,int,int,int,int,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,float,float,int
3673,530,3518,1297,2.004166,0,0,0,0,0,64,"Nesingwary Safari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3674,530,3519,1298,2.004166,0,0,0,0,495,62,"Cenarion Thicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3675,530,3519,1299,2.004166,0,0,0,310,519,62,"Tuurem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3676,530,3519,1300,2.004166,0,0,0,0,480,62,"Veil Shienor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3677,530,3519,1301,2.004166,0,0,0,0,481,62,"Veil Skith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3678,530,3519,1302,2.004166,0,0,0,0,481,62,"Veil Shalas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3679,530,3519,1303,2.004166,0,0,0,0,481,70,"Skettis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3680,530,3519,1304,2.004166,0,0,0,0,481,70,"Blackwind Valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3681,530,3519,1305,2.004166,0,0,0,337,0,63,"Firewing Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3682,530,3519,1306,2.004166,0,0,0,0,0,64,"Grangol'var Village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3683,530,3519,1307,2.504166,0,0,0,278,0,0,"Stonebreaker Hold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3684,530,3519,1308,2.504166,0,0,0,279,0,0,"Allerian Stronghold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3685,530,3519,1309,2.004166,0,0,0,0,501,63,"Bonechewer Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3686,530,3519,1310,2.004166,0,0,0,0,480,64,"Veil Lithic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3687,530,3519,1311,2.004166,0,0,0,0,0,62,"Olembas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3688,530,3519,1312,2.004166,0,0,402,306,0,65,"Auchindoun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3689,530,3519,1313,2.004166,0,0,0,0,0,63,"Veil Reskk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3690,530,3519,1314,2.004166,0,0,0,0,480,70,"Blackwind Lake",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3691,530,3519,1315,2.004166,0,0,0,0,0,62,"Lake Ere'Noru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3692,530,3519,1316,2.004166,0,0,0,0,0,62,"Lake Jorune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3693,530,3519,1317,2.004166,0,0,0,0,0,62,"Skethyl Mountains",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3694,530,3519,1318,2.004166,0,0,0,0,0,62,"Misty Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3695,530,3519,1319,2.004166,0,0,0,0,0,62,"The Broken Hills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3696,530,3519,1320,2.004166,0,0,0,0,508,62,"The Barrier Hills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3697,530,3519,1321,2.011978,0,0,402,306,0,64,"The Bone Wastes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3698,559,0,1322,0.000000,0,0,369,243,512,0,"Nagrand Arena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3699,530,3518,1323,2.004166,0,0,0,0,510,65,"Laughing Skull Courtyard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3700,530,3518,1324,2.004166,0,0,0,0,510,0,"The Ring of Blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3701,530,3518,1325,2.004181,0,0,0,0,0,0,"Arena Floor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3702,562,0,1326,0.000000,0,0,406,243,0,0,"Blade's Edge Arena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3703,530,0,1327,0.000000,0,0,409,311,0,0,"Shattrath City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,6,0,0,0,0,-500.000000,0.600000,0
3704,530,3487,1328,2.000067,0,0,0,0,0,0,"The Shepherd's Gate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3705,530,3518,1329,2.004166,0,0,0,0,0,64,"Telaari Basin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3706,269,2366,1330,2.000000,0,0,0,0,512,0,"The Dark Portal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3707,534,3606,1331,2.000000,0,0,0,346,521,0,"Alliance Base",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3708,534,3606,1332,2.000000,0,0,0,347,522,0,"Horde Encampment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3709,534,3606,1333,2.000000,0,0,0,0,0,0,"Night Elf Village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3710,534,3606,1334,2.000000,0,0,0,348,523,0,"Nordrassil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3711,571,0,1335,0.000000,0,0,461,424,0,76,"Sholazar Basin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3712,530,3523,1336,2.504166,0,0,0,0,475,0,"Area 52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3713,542,0,1337,0.000000,0,0,0,0,0,0,"The Blood Furnace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3714,540,0,1338,0.000000,0,0,0,0,0,0,"The Shattered Halls",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.500000,0
3715,545,0,1339,0.000000,0,0,0,0,0,0,"The Steamvault",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3716,546,0,1340,0.000000,0,0,0,0,0,0,"The Underbog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.400000,0
3717,547,0,1341,0.000000,0,0,0,0,0,0,"The Slave Pens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.500000,0
3718,530,3521,1342,2.504166,0,0,0,278,0,0,"Swamprat Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3719,530,3519,1343,2.004166,0,0,0,0,510,63,"Bleeding Hollow Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3720,530,3521,1344,2.011978,0,0,0,0,0,0,"Twin Spire Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3721,530,3523,1345,2.004166,0,0,0,0,0,66,"The Crumbling Waste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3722,530,3523,1346,2.004166,0,0,0,0,496,67,"Manaforge Ara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3723,530,3523,1347,2.004166,0,0,0,0,0,67,"Arklon Ruins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3724,530,3523,1348,2.504166,0,0,0,0,475,67,"Cosmowrench",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3725,530,3523,1349,2.004166,0,0,0,310,519,67,"Ruins of Enkaat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3726,530,3523,1350,2.004166,0,0,0,0,497,67,"Manaforge B'naar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3727,530,3523,1351,2.004166,0,0,0,0,487,68,"The Scrap Field",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3728,530,3523,1352,2.004166,0,0,0,0,0,68,"The Vortex Fields",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3729,530,3523,1353,2.004166,0,0,0,0,0,67,"The Heap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3730,530,3523,1354,2.004166,0,0,0,0,498,68,"Manaforge Coruu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3731,530,3523,1355,2.004166,0,0,0,0,0,69,"The Tempest Rift",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3732,530,3523,1356,2.004166,0,0,0,0,0,69,"Kirin'Var Village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3733,530,3523,1357,2.004166,0,0,0,0,0,0,"The Violet Tower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3734,530,3523,1358,2.004166,0,0,0,0,499,69,"Manaforge Duro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3735,530,3523,1359,2.004166,0,0,0,0,0,68,"Voidwind Plateau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3736,530,3523,1360,2.004166,0,0,0,0,496,0,"Manaforge Ultris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3737,530,3523,1361,2.004166,0,0,0,0,492,69,"Celestial Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3738,530,3523,1362,2.504166,0,0,423,335,489,0,"The Stormspire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3739,530,3523,1363,2.004166,0,0,0,0,488,68,"Forge Base: Oblivion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3740,530,3523,1364,2.004166,0,0,0,0,487,68,"Forge Base: Gehenna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3741,530,3523,1365,2.004166,0,0,0,0,0,68,"Ruins of Farahlon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3742,530,3523,1366,2.005142,0,0,0,0,0,70,"Socrethar's Seat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3743,530,3520,1367,2.004166,0,0,0,0,488,67,"Legion Hold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3744,530,3520,1368,2.504166,0,0,0,278,0,0,"Shadowmoon Village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3745,530,3520,1369,2.504166,0,0,0,279,0,0,"Wildhammer Stronghold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3746,530,3520,1370,2.004166,0,0,0,0,0,67,"The Hand of Gul'dan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3747,530,3520,1371,2.004166,0,0,0,0,0,67,"The Fel Pits",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3748,530,3520,1372,2.004166,0,0,0,0,0,68,"The Deathforge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3749,530,3520,1373,2.004166,0,0,0,0,0,68,"Coilskar Cistern",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3750,530,3520,1374,2.004166,0,0,0,0,0,68,"Coilskar Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3751,530,3520,1375,2.004166,0,0,0,0,0,67,"Sunfire Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3752,530,3520,1376,2.004166,0,0,0,0,507,67,"Illidari Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3753,530,3520,1377,2.004166,0,0,0,0,0,67,"Ruins of Baa'ri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3754,530,3520,1378,2.504166,0,0,0,310,0,0,"Altar of Sha'tar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3755,530,3520,1379,2.004166,0,0,0,0,0,69,"The Stair of Doom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3756,530,3520,1380,2.004166,0,0,0,0,0,67,"Ruins of Karabor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3757,530,3520,1381,2.004166,0,0,0,0,0,69,"Ata'mal Terrace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3758,530,3520,1382,2.004166,0,0,0,0,491,67,"Netherwing Fields",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3759,530,3520,1383,2.005142,0,0,0,0,492,70,"Netherwing Ledge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3760,530,3518,1384,2.004166,0,0,0,0,0,64,"The Barrier Hills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3761,530,3518,1385,2.004166,0,0,0,0,0,0,"The High Path",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3762,530,3518,1386,2.004166,0,0,0,0,0,0,"Windyreed Pass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3763,530,3518,1387,2.004166,0,0,0,0,0,0,"Zangar Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3764,530,3518,1388,2.004166,0,0,0,0,487,70,"The Twilight Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3765,530,3483,1389,2.004166,0,0,0,0,0,61,"Razorthorn Trail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3766,530,3521,1390,2.504166,0,0,0,310,0,0,"Orebor Harborage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3767,530,3522,1391,2.004166,0,0,406,0,0,0,"Blades' Run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3768,530,3522,1392,2.004166,0,0,407,312,0,69,"Jagged Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3769,530,3522,1393,2.504166,0,0,407,278,0,0,"Thunderlord Stronghold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3770,530,3522,1394,2.004166,0,0,403,0,0,0,"Blade Tooth Canyon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3771,530,3522,1395,2.004166,0,0,408,307,0,65,"The Living Grove",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3772,530,3522,1396,2.504166,0,0,408,307,511,0,"Sylvanaar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3773,530,3522,1397,2.004166,0,0,406,0,508,67,"Bladespire Hold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3774,530,3522,1398,2.004166,0,0,406,0,0,67,"Gruul's Lair",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.400000,0
3775,530,3522,1399,2.004166,0,0,406,0,0,66,"Circle of Blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3776,530,3522,1400,2.004166,0,0,406,0,508,66,"Bloodmaul Outpost",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3777,530,3522,1401,2.004166,0,0,406,0,508,67,"Bloodmaul Camp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3778,530,3522,1402,2.004166,0,0,406,0,510,66,"Draenethyst Mine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3779,530,3522,1403,2.004166,0,0,406,0,510,67,"Trogma's Claim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3780,530,3522,1404,2.004166,0,0,406,0,510,67,"Blackwing Coven",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3781,530,3522,1405,2.004166,0,0,407,312,481,67,"Grishnath",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3782,530,3522,1406,2.004166,0,0,407,312,480,65,"Veil Lashh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3783,530,3522,1407,2.004166,0,0,407,312,481,67,"Veil Vekh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3784,530,3522,1408,2.004166,0,0,406,0,487,70,"Forge Camp: Terror",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3785,530,3522,1409,2.004166,0,0,406,0,488,70,"Forge Camp: Wrath",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3786,530,3522,1410,2.504166,0,0,406,0,533,66,"Ogri'la",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3787,530,3522,1411,2.004166,0,0,406,0,487,70,"Forge Camp: Anger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3788,530,3518,1412,2.004166,0,0,0,0,0,0,"The Low Path",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3789,555,0,1413,0.000000,0,0,0,0,0,0,"Shadow Labyrinth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3790,558,0,1414,0.000000,0,0,0,0,0,0,"Auchenai Crypts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3791,556,0,1415,0.000000,0,0,0,0,0,0,"Sethekk Halls",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.750000,0
3792,557,0,1416,0.000000,0,0,0,0,0,0,"Mana-Tombs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.750000,0
3793,530,3483,1417,2.004166,0,0,0,0,0,58,"Felspark Ravine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3794,530,3483,1418,2.004166,0,0,0,0,0,58,"Valley of Bones",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3795,530,3483,1419,2.004166,0,0,0,0,0,61,"Sha'naari Wastes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3796,530,3483,1420,2.004166,0,0,0,0,0,60,"The Warp Fields",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3797,530,3483,1421,2.004166,0,0,0,0,491,62,"Fallen Sky Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3798,530,3483,1422,2.004166,0,0,0,0,480,62,"Haal'eshi Gorge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3799,530,3483,1423,2.004166,0,0,0,0,0,60,"Stonewall Canyon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3800,530,3483,1424,2.004166,0,0,0,0,0,62,"Thornfang Hill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3801,530,3483,1425,2.004166,0,0,0,0,504,62,"Mag'har Grounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3802,530,3483,1426,2.004166,0,0,0,0,0,61,"Void Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3803,530,3483,1427,2.004166,0,0,0,0,488,70,"The Abyssal Shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3804,530,3483,1428,2.004166,0,0,0,0,0,59,"The Legion Front",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3805,568,0,1429,0.000000,0,0,394,371,0,0,"Zul'Aman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3806,530,3483,1430,2.004166,0,0,0,278,0,0,"Supply Caravan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3807,530,3483,1431,2.504166,0,0,0,278,0,0,"Reaver's Fall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3808,530,3483,1432,2.004166,0,0,0,0,493,0,"Cenarion Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3809,530,3483,1433,2.004166,0,0,0,0,502,61,"Southern Rampart",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3810,530,3483,1434,2.004166,0,0,0,0,501,61,"Northern Rampart",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3811,530,3483,1435,2.004166,0,0,0,0,501,58,"Gor'gaz Outpost",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3812,530,3483,1436,2.504166,0,0,0,278,0,0,"Spinebreaker Post",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3813,530,3483,1437,2.004166,0,0,0,0,0,58,"The Path of Anguish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3814,530,3483,1438,2.004166,0,0,0,279,0,58,"East Supply Caravan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3815,530,3483,1439,2.504166,0,0,0,279,0,0,"Expedition Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3816,530,3483,1440,2.004166,0,0,0,0,0,0,"Zeppelin Crash",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
3817,13,0,1441,0.000000,0,0,0,0,0,0,"Testing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-5000.000000,0.000000,0
3818,530,3521,1442,2.004166,0,0,0,0,0,63,"Bloodscale Grounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712190,0,0,0,0,0,-500.000000,0.600000,0
