int,string,int,int,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int
10187,"WORLD\GENERIC\DWARF\PASSIVE DOODADS\EXCAVATIONTENTPAVILLIONRUINED\EXCAVATIONTENTPAVILLIONRUINED01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10188,"WORLD\GENERIC\DWARF\PASSIVE DOODADS\GUNRACKS\GUNRACK02A.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10189,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\LANTERNS\GENERALLANTERN02.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10190,"WORLD\GENERIC\DWARF\PASSIVE DOODADS\GUNRACKS\GUNRACK02B.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10191,"WORLD\EXPANSION03\DOODADS\ULDUM\STATUES\ULDUM_FALCON_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10192,"WORLD\EXPANSION03\DOODADS\ULDUM\STATUES\ULDUM_AMMUNAE_STATUE_02.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10193,"WORLD\EXPANSION03\DOODADS\ULDUM\FARMING\ULDUM_FARMING_02.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10194,"WORLD\EXPANSION03\DOODADS\ULDUM\FARMING\ULDUM_FARMING_03.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10195,"WORLD\GENERIC\ORC\PASSIVE DOODADS\BARRELSANDCRATES\ORCCRATE01.MDX",0,0,0,0,0,0,0,0,0,0,-0.435710,-0.763771,0.000998,0.421911,0.771698,0.500998,0
10196,"world\generic\human\passive doodads\books\book_dwarf_darkiron_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10201,"world\expansion03\doodads\uldum\sacks\uldum_sack_10.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10202,"world\expansion01\doodads\generic\ogre\weapons\om_weaponrack_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10203,"world\expansion03\doodads\uldum\heads\uldum_head_wall_01.mdx",0,0,0,0,0,0,0,0,0,0,-1.690943,-12.006230,-17.687366,12.975729,12.009352,20.077721,0
10204,"world\expansion03\doodads\uldum\sacks\uldum_sack_11.mdx",0,0,0,0,0,0,0,0,0,0,-0.395402,-0.430057,-0.130893,0.395402,0.430895,1.046770,0
10205,"world\generic\passivedoodads\hides\hidestack02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10206,"world\expansion03\doodads\uldum\sacks\uldum_sack_09.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10208,"world\expansion03\doodads\uldum\heads\uldum_head_god_01.mdx",0,0,0,0,0,0,0,0,0,0,-1.690943,-11.994658,-18.865200,12.975728,12.020437,19.289003,0
10209,"world\expansion02\doodads\dalaran\tradeskill_tailoring_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10213,"cameras\flybydwarf.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10215,"WORLD\EXPANSION03\DOODADS\BATTLEOFGILNEAS\WORGEN_GATE_WOOD_01.MDX",0,23686,0,23685,0,0,0,0,0,0,-0.356671,-3.269064,-0.103473,0.241450,3.326248,2.528541,0
10216,"world\generic\human\passive doodads\armor\armorhelmgreenflat.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10217,"world\expansion03\doodads\uldum\mirrors\uldum_mirror02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10218,"world\expansion01\doodads\generic\draenei\graveyard\dr_tombstone01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10219,"world\expansion03\doodads\uldum\tombstones\uldum_tombstone_08.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10220,"world\expansion03\doodads\uldum\tombstones\uldum_tombstone_07.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10221,"world\expansion03\doodads\tolbarad\tolbarad_searchlight_03_nocollision.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10223,"world\expansion03\doodads\worgen\windows\worgen_windowanimated_05.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10227,"world\khazmodan\ironforge\passivedoodads\trees\wintertree02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10230,"WORLD\GENERIC\GOBLIN\PASSIVEDOODADS\KEZAN\ITEMS\GOBLIN_KEZAN_WARNING_SIGN_03.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10231,"WORLD\GENERIC\GOBLIN\PASSIVEDOODADS\KEZAN\ITEMS\GOBLIN_KEZAN_WARNING_SIGN_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10232,"WORLD\GENERIC\GOBLIN\PASSIVEDOODADS\KEZAN\TENTS\GOBLIN_KEZAN_TELEGRAPHPOLE_STOPLIGHT_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10233,"WORLD\GENERIC\GOBLIN\PASSIVEDOODADS\KEZAN\ITEMS\GOBLIN_KEZAN_WARNING_SIGN_02.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10234,"world\generic\human\passive doodads\stormwind\stormwind_trellis_02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10235,"world\generic\goblin\passivedoodads\lostisles\goblin_banner_hanging_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.077349,-1.740607,-2.356805,1.470768,1.356184,0.251340,0
10236,"world\expansion02\doodads\generic\scourge\sc_tools_table.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10237,"world\generic\undead\passive doodads\undeadtoolstable\undead_tools_table.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10238,"WORLD\AZEROTH\DUSKWOOD\PASSIVEDOODADS\TOMBS\TOMBSTONE08.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10239,"world\generic\goblin\passivedoodads\beanbags\goblin_beanbag_02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10240,"world\generic\goblin\passivedoodads\beanbags\goblin_beanbag_04.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10241,"world\expansion03\doodads\generic\horde_taskboard.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10242,"world\expansion03\doodads\uldum\oasiswhiteflowers\uldum_oasiswhiteflower06.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10243,"creature\yoggsaron\cataclysm_tentacle.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10244,"world\expansion03\doodads\lostisles\bushes\lostisles_carnivorousplant01.mdx",0,0,0,0,0,0,0,0,0,0,-1.891893,-5.183959,-1.925006,1.682474,0.313035,2.188883,0
10245,"world\expansion03\doodads\lostisles\bushes\lostisles_carnivorousplant_02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10246,"creature\lostisles_carnivorousplant\lostisles_carnivorousplant01_creature.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10247,"spells\missile_bomb_static.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10248,"world\expansion01\doodads\generic\ogre\stonehenge\om_stonehenge_03.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10249,"world\skillactivated\tradeskillnodes\bush_dragonsteeth.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10250,"world\generic\nightelf\passive doodads\pottery\elvenpottery04.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10251,"world\expansion03\doodads\uldum\pots\uldum_pot_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10252,"world\expansion03\doodads\uldum\urns\uldum_urn_02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10253,"world\expansion03\doodads\uldum\urns\uldum_urn_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10254,"world\generic\human\passive doodads\oilpuddle\oil_puddle_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10255,"world\skillactivated\tradeskillnodes\bush_azsharasveil.mdx",0,0,0,0,0,0,0,0,0,0,-0.403558,-0.364814,-0.051872,0.275862,0.354809,1.337730,0
10256,"world\skillactivated\tradeskillnodes\bush_cinderbloom.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10257,"world\skillactivated\tradeskillnodes\bush_stormvine.mdx",0,0,0,0,0,0,0,0,0,0,-0.673516,-0.797489,-0.116922,0.350502,0.563332,1.306182,0
10258,"world\skillactivated\tradeskillnodes\bush_twilightjasmine.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10259,"world\skillactivated\tradeskillnodes\bush_whiptail01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10260,"world\expansion03\doodads\generic\alliance_taskboard.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10261,"creature\lasherorchid\lasherorchid.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10262,"creature\pumpkinsoldier\pumpkinsoldier.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10263,"WORLD\EXPANSION03\DOODADS\GENERIC\ALLIANCE_SUBMARINE_DOOR.MDX",0,23682,0,23681,0,0,0,0,0,0,-1.852004,-3.426972,-0.789396,1.000716,3.447770,7.483911,0
10264,"WORLD\EXPANSION03\DOODADS\TOLVIR\TOLVIR_CITY_DOME01.MDX",0,0,0,0,0,0,0,0,0,0,-468.111877,-419.975708,-3.202237,468.609039,419.735779,495.375885,0
10265,"WORLD\EXPANSION03\DOODADS\DEEPHOLM\DEEPHOLM_ROCKDOOR_BREAK.MDX",0,0,0,0,0,0,0,0,0,0,-24.938227,-14.542886,-9.789906,23.073380,10.480148,32.105553,0
10266,"world\skillactivated\tradeskillnodes\bush_heartblossom.mdx",0,0,0,0,0,0,0,0,0,0,-0.233063,-0.208685,-0.043568,0.281155,0.204760,0.302756,0
10267,"spells\boneguardrockspike.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10268,"spells\boneguardspike.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10270,"world\goober\g_cauldron_red.mdx",0,0,0,0,0,0,0,0,0,0,-0.378049,-0.439398,-0.008392,0.382807,0.425215,0.662396,0
10271,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\STORMWIND\STORMWIND_GRAVESTONE_09.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10272,"world\wmo\transports\wmo_elevators\abyssal_jellyfish_elevator_transport.wmo",0,0,0,0,0,0,0,0,0,0,-22.246103,-22.833261,-0.836503,31.046103,29.095785,8.693895,0
10273,"WORLD\EXPANSION03\DOODADS\ULDUM\LIGHTMACHINES\ULDUM_LIGHTMACHINE_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10274,"WORLD\EXPANSION03\DOODADS\ULDUM\BEAMS\ULDUM_LASERBEAMS_04.MDX",0,0,0,0,0,0,0,0,0,0,-115.565483,7.082987,37.223152,-0.482852,169.439255,124.662483,0
10275,"WORLD\EXPANSION03\DOODADS\ULDUM\BEAMS\ULDUM_LASERBEAMS_02.MDX",0,0,0,0,0,0,0,0,0,0,-115.397461,6.183431,13.827244,127.769981,159.550339,122.968788,0
10276,"WORLD\EXPANSION03\DOODADS\ULDUM\BEAMS\ULDUM_LASERBEAMS_03.MDX",0,0,0,0,0,0,0,0,0,0,-115.588531,-164.446136,39.019871,-0.737072,-8.007766,124.067589,0
10277,"world\expansion03\doodads\deepholm\minerals\deepholm_mineralcrystal02_chalk.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10278,"world\expansion03\doodads\deepholm\minerals\deepholm_mineralcrystal02_silver.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10279,"world\expansion03\doodads\deepholm\minerals\deepholm_mineralcrystal02_blue.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10280,"world\generic\goblin\passivedoodads\bbq\goblin_bbq_01_nocollision.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10281,"world\expansion03\doodads\worgen\items\worgen_cauldron_01_nocollision.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10282,"world\generic\goblin\passivedoodads\food\goblin_bucketofood_01_nocollision.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10283,"world\expansion03\doodads\deepholm\minerals\deepholm_mineralcrystal02_orange.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10284,"world\expansion03\doodads\tolbarad\tolbarad_banner_alliance01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10285,"world\expansion03\doodads\tolbarad\tolbarad_banner_horde01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10286,"world\generic\human\passive doodads\posters\missingposter01_nocollision.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10287,"world\generic\passivedoodads\treasurepiles\goldpilemedium01.mdx",0,0,0,0,0,0,0,0,0,0,-1.642661,-1.692109,-0.005389,1.515242,1.496499,0.634351,0
10288,"world\generic\owlbear\owlbeartotems\owlbeartotem01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10289,"world\generic\owlbear\rocks\owlbearrock02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10290,"world\generic\owlbear\owlbeartotems\owlbearscarecrow02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10291,"WORLD\WMO\KALIMDOR\BUILDINGS\TAURENHUTS\TAURENHUTD_DESTROYED.WMO",0,0,0,0,0,0,0,0,0,0,-15.761758,-17.530998,-3.805943,19.377901,17.043829,22.752947,0
10292,"world\wmo\dungeon\kl_ahnqiraj\40mancanalinner.wmo",0,0,0,0,0,0,0,0,0,0,-156.903168,-323.206207,-90.526779,141.865143,264.009155,140.293793,0
10293,"cameras\flybygilneas_telescope.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10294,"world\generic\gnome\passive doodads\furniture\gnometable04.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10295,"world\generic\goblin\passivedoodads\rugs\goblin_horde_shagthrowrug_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10296,"world\generic\goblin\passivedoodads\lostisles\goblincup_02.mdx",0,0,0,0,0,0,0,0,0,0,-0.222777,-0.191596,-0.012417,0.220387,0.185220,0.677911,0
10297,"world\expansion02\doodads\generic\barbershop\barbershop_shavecup.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10298,"world\generic\goblin\passivedoodads\lostisles\goblinbottle_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10299,"world\generic\goblin\passivedoodads\lostisles\goblin_escapepod_green.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10300,"world\generic\goblin\passivedoodads\oildrum\goblin_floatingoildrum_exploder02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10301,"world\generic\goblin\passivedoodads\food\goblin_food_03.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10302,"world\generic\goblin\passivedoodads\pinupcalendar\goblin_horde_pinupcalendar_02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10303,"world\generic\goblin\passivedoodads\kezan\litter\floatinglitter06.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10304,"world\expansion03\doodads\uldum\movingmachines\uldum_movingmachines_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10305,"world\generic\goblin\passivedoodads\kezan\poolpony\goblin_kezan_poolpony_floating_orange_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10306,"world\expansion03\doodads\uldum\movingmachines\uldum_movingmachines_03.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10307,"world\expansion03\doodads\generic\horde_submarine.mdx",0,0,0,0,0,0,0,0,0,0,-103.256203,-32.065605,-51.574268,121.413940,31.323055,21.889715,0
10308,"world\wmo\cataclysm\horde\submarine\horde_submarine_closed.wmo",0,0,0,0,0,0,0,0,0,0,-103.283981,-32.093380,-36.204720,15.237603,31.350847,21.917498,505
10309,"world\expansion03\doodads\generic\alliance_submarine_sealed.mdx",0,0,0,0,0,0,0,0,0,0,-76.548820,-43.820339,-26.344231,47.963547,42.717945,62.751167,0
10310,"world\expansion03\doodads\generic\alliance_submarine.mdx",0,0,0,0,0,0,0,0,0,0,-76.548820,-43.820339,-26.344231,47.963547,42.717945,62.751167,0
10311,"world\expansion03\doodads\dragonmaw\banners\dragonmaw_banner01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10312,"world\expansion02\doodads\generic\argentcrusade\banners\tournament_banner_fk01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10313,"world\skillactivated\containers\treasurechest02.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10314,"world\skillactivated\containers\treasurechest03.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10315,"world\skillactivated\containers\treasurechest04.mdx",0,28951,0,28950,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10316,"world\skillactivated\containers\treasurechest05.mdx",0,28951,0,28950,0,0,0,0,0,0,-0.812889,-1.272542,-0.003198,0.755672,1.268678,1.179748,0
10317,"world\skillactivated\containers\treasurechest06.mdx",0,36607,0,36608,0,0,0,0,0,0,-0.885185,-1.420964,-0.004265,0.885181,1.420681,1.342126,0
10318,"world\expansion02\doodads\generic\inscription\inscription_inkbottle_black01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10319,"spells\acidburn_black.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10322,"WORLD\EXPANSION02\DOODADS\SHIPS\ND_SHIP_UD_BG.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10325,"spells\holybomb_missle.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10326,"WORLD\EXPANSION03\DOODADS\TOLBARAD\TOLBARAD_DOOR_04.MDX",0,0,0,0,0,0,0,0,0,0,-2.513769,-0.358381,0.106886,2.466278,0.365708,7.841982,0
10328,"spells\errorcube.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10334,"creature\golemstone\golemstone.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10338,"world\azeroth\stranglethorn\passivedoodads\bridge\jaguarstatue.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10339,"WORLD\EXPANSION03\DOODADS\GENERIC\SEAHORSESTAND.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10341,"WORLD\EXPANSION03\DOODADS\ULDUM\BEAMS\ULDUM_LASERBEAMS.MDX",0,0,0,0,0,0,0,0,0,0,-115.577797,-169.241623,13.944818,127.425690,-5.548415,124.394333,0
10342,"world\expansion02\doodads\icecrown\bones\icecrown_bonepile_light_02.mdx",0,0,0,0,0,0,0,0,0,0,-1.851052,-2.418683,-0.108482,2.344073,2.660625,1.182304,0
10343,"world\expansion03\doodads\skywall\lamps\skywall_wall_lamps_01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10344,"world\expansion03\doodads\abyssalmaw\coral\abyssal_maw_shell_fountain.mdx",0,0,0,0,0,0,0,0,0,0,-7.578348,-10.254884,-8.616847,7.089354,10.445691,15.609061,0
10345,"world\expansion03\doodads\uldum\obelisks\uldum_obelisk_broken_03.mdx",0,0,0,0,0,0,0,0,0,0,-2.957567,-2.957569,-0.000279,2.957569,2.957567,9.091385,0
10346,"world\expansion03\doodads\uldum\tombstones\uldum_tombstone_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.233791,-0.434037,-0.021368,0.238936,0.443498,1.310189,0
10347,"WORLD\EXPANSION03\DOODADS\ULDUM\ELEVATORS\ULDUM_ELEVATOR_GLASS_STAR.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10350,"WORLD\EXPANSION03\DOODADS\GRIMBATOLRAID\GRIMBATOLRAID_FIRE_WALL_01.MDX",0,0,0,0,0,0,0,0,0,0,-18.125198,-22.081991,-0.950995,13.264913,19.565285,38.125050,0
10351,"world\generic\passivedoodads\graystone\graystone01_nocollision.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10352,"world\expansion03\doodads\twilighthighlands\rocks\th_pebblepile01.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10353,"world\generic\tauren\passive doodads\windbreaks\taurenwindbreak05.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10354,"creature\lostisles_carnivorousplant\lostisles_carnivorousplant01_creature_redspitter.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10355,"creature\yoggsaron\yoggsarontentaclethin_vine.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10356,"creature\lostisles_carnivorousplant\lostisles_carnivorousplant02_creature_freezer.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10357,"WORLD\EXPANSION03\DOODADS\EARTHEN\PORTAL\EARTHEN_PORTAL_TWILIGHT_HIGHLANDS.MDX",0,0,0,0,0,0,0,0,0,0,-2.114049,-4.527834,-1.438846,1.242656,4.415450,7.879004,0
10358,"WORLD\EXPANSION03\DOODADS\EARTHEN\PORTAL\EARTHEN_PORTAL_VASHJIR.MDX",0,0,0,0,0,0,0,0,0,0,-3.371334,-4.527834,-1.438846,1.640675,4.415450,7.879004,0
10359,"WORLD\EXPANSION03\DOODADS\EARTHEN\PORTAL\EARTHEN_PORTAL_ULDUM.MDX",0,0,0,0,0,0,0,0,0,0,-4.208106,-4.527834,-1.438846,4.197939,4.415450,7.879004,0
10360,"cameras\flyby_maelstrom.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10361,"creature\lashersunflower\lasher_sunflower.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10362,"WORLD\EXPANSION03\DOODADS\ULDUM\PYRAMIDPEAK\ULDUM_PYRAMID_PEAK.MDX",0,0,0,0,0,0,0,0,0,0,-63.461948,-63.462749,10.965868,63.462666,63.461563,97.350426,0
10363,"WORLD\WMO\TRANSPORTS\WMO_ELEVATORS\BLACKWINGV2_ELEVATOR_ONYXIA_TRANSPORT.WMO",0,0,0,0,0,0,0,0,0,0,-71.313042,-71.306580,-8.693863,71.300087,71.306534,9.952847,0
10364,"WORLD\EXPANSION03\DOODADS\ULDUM\ELEVATORS\ULDUM_ELEVATOR_BURIALCHAMBER_COL.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
10365,"spells\flamecircleeffect.mdx",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
